"laoguoyin:yapin","chars","freq_chars"
"o1","哦妸娿婀屙疴痾䋪阿𣘨","哦阿"
"o5","堊堨㔩姶惡洝𤂷蚅蝁豟遏釴閼頞鰪","惡"
"ong1","塕翁螉郺","翁"
"ong4","甕𥥈","甕"
"pa1","乓芭趴","趴乓"
"pa2","爬琶趴扒","趴扒爬琶"
"pa4","帊帕怕","怕"
"pa5","汃帕乓","帕乓"
"pai2","俳徘排牌𥱼篺蠯","排牌徘"
"pai4","派湃矲䥯","派"
"pan1","扳拌拚𢬵攀番潘","潘攀"
"pan2","搫媻幋槃瀊盤磐磻縏繁𨃞蹣鞶𪄀","盤"
"pan4","伴冸判叛沜泮牉畔盼襻頖胖","判胖叛畔盼"
"pang1","滂胮雱䨦乓","乓滂"
"pang2","彭彷房旁膀舽螃逄龐傍徬","旁傍徬彷膀螃龐彭"
"pang3","㩧髈鎊","鎊"
"pang4","徬肨胖","胖"
"pau1","泡炰砲䍖胞脬拋","拋"
"pau2","跑鉋炮匏咆庖掊瓟袍謈跑𨛬麃","袍匏庖跑"
"pau4","奅𣚇礮𨠖靤泡砲炮礟","泡砲炮礟"
"pe5","魄怕拍𢶉洦珀霸䞟迫","拍珀魄迫"
"pêi1","坏抔肧衃醅阫啡䯱呸胚","呸肧胚"
"pêi2","培掊棓毰裴賠錇陪","陪培賠"
"pêi4","琲孛軷浿佩拔朏妃帔旆㫲沛㤄珮肺茷轡邶配霈","配佩沛"
"pen1","吩噴歕","噴"
"pen2","𣄏盆葐湓","盆"
"peng1","乓怦抨姘洴烹軯軿閛漰","烹乓"
"peng2","弸鵬棚堋彭㥊憉傰朋澎硼蟚趽騯鬅䰃倗","朋棚鵬彭"
"peng4","碰磞𨹹掽","掽碰"
"peu3","剖䏽","剖"
"pi1","丕披㱟砒岯伾𠜱怌批旇㮰狉狓磇羆翍耚𧧺豾邳釽鈹鉟錍陂髬魾䲹","披批砒丕"
"pi2","埤崥枇㯅毗毘犤琵㼰毗疲皮笓脾𦳈蚍蜱裨貔郫鈚阰鼙","皮疲枇毗琵脾"
"pi4","俾嚊圮壀嫓屁淠渒睥濞箅䉾罷譬賁貱贔跛鄪潎㵒","譬屁"
"pi5","副劈僻匹愊澼疈疋䍇辟䤨鵯𪇊鷿癖霹","匹疋辟僻癖劈霹"
"piau1","嘌彯漂𤐫翲螵𧓎飄","飄漂"
"piau2","瓢𣞉薸嫖","瓢嫖"
"piau3","縹慓膘醥麃犥漂","漂"
"piau4","僄勡嫖殍瘭票䏇驃鰾剽漂","票漂"
"piê5","姂嫳撇丿撆瞥蟞䠥","撇"
"piên1","諞偏媥扁楄猵甂㾫篇翩","扁偏篇"
"piên2","平胼𧍲蹁駢楩骿便","便"
"piên4","𣎵片騙諞","片騙諞"
"pin2","瀕矉蘋貧頻顰嬪","貧頻蘋顰"
"ping1","娉俜乒拼甹砯艵","拼乒"
"ping2","屏馮憑凭坪枰帡平泙洴㵗瓶缾苹荓蛢郱淜評萍","平評萍瓶屏憑"
"ping4","偋䀻砅聘娉評屏","聘娉評屏"
"po1","頗坡陂","坡"
"po2","婆皤鄱","婆鄱"
"po3","叵笸駊頗","頗"
"po4","破頗","頗破"
"po5","哱㧊昢朴潑璞癹醱鏺","潑"
"pong2","篷芃蓬逢塳髼漨","蓬篷"
"pong3","捧埲熢𦺑","捧"
"pu1","𥡵𨁏鯆鋪","鋪"
"pu2","匍舖䒀苻葡蒱蒲菩","蒲葡菩"
"pu3","圃普浦溥蔀譜鐠䲕","普譜浦"
"pu5","撲墣幞扑𢷏攴暴曝瀑菩轐蒪醭鏷僕","僕撲瀑"
"qi1","溪敧徛崎僛娸㩻榿欺㱦䗁𤘌踦魌𪅾螇谿鸂","谿溪崎欺"
"qi2","其畿期玂騎𢁒疧軝俟圻埼奇岐幾忯愭旂旗棊棋歧淇濝琪琦璂𤪌碁示祁祇祈祺耆肵芪萁藄蚚蜝蜞𧗒衹𧰙𨙸頎騏鬐鬿鮨鯕鰭鵸鶀麒崎","奇崎騎岐歧旗期棋麒棊碁其祈旂耆"
"qi3","启啓𡵆己㥓晵棨䄫䅲綮芑䒻䔇裿豈起綺啟企杞","起豈啟啓企杞"
"qi4","契企亟倛唭器弃憩揭棄气氣汽炁瘈罊䞚栔噐","企氣器噐棄契亟"
"qi5","吃圪喫乞嘁忔毄汔泣湆犵𤴸稧訖迄郤釳","乞訖迄吃喫泣"
"qia5","㓤帢恰掐𥴭袷","掐恰"
"qiang1","慶椌矼𥓌羌腔控蜣","腔"
"qiang2","強勥强彊","強"
"qiang3","繈鏹強","強"
"qiau1","敲墽摮墝橇趫蹺鄗鄡","敲"
"qiau2","僑橋屩喬嶠㠐招瞧𦒓荍蕎翹","喬僑橋翹"
"qiau4","𠿕撬𢶡撽礉竅趬躈翹","翹竅"
"qiê2","茄枷","茄"
"qiê5","㓶呿抾契㥷怯愒朅愜慊猰篋脥挈蛪","怯契"
"qiên1","掔牽搴𢜩鉛鈆厱岍愆掮攐攑柑縴褰諐謙欦䞿汧鵮","牽鉛謙"
"qiên2","乾榩拑箝虔蚈𨜻鈐鉗鍼雂雃騝鰬黔黚","鉗乾"
"qiên3","遣凵嗛嵰慊槏歁䇜繾膁蜸䭤鼸歉","歉遣"
"qiên4","欠歉俔傔㪁𤬯芡譴縴遣","欠縴歉遣"
"qieu1","丘揪蓲蚯邱龜","丘邱蚯"
"qieu2","俅捄朹梂毬求犰球璆絿脙艽莍虯蛷裘觩訄䜪賕逑銶鼽仇","求球裘毬仇"
"qin1","嶔吢欽衾","欽衾"
"qin2","勤堇慬庈懃擒檎琴禽耹肣芩芹菳蘄黔廑","琴禽擒勤芹"
"qing1","輕傾卿頃傾","卿頃傾輕"
"qing2","擎擏檠鯨黥𩷏","鯨"
"qing3","頃檾漀傾罄","頃傾罄"
"qing4","罄慶磬","慶罄磬"
"qio5","卻却㕁埆愨榷毃確碻搉礐","確卻却"
"qio5","躩𢖦","確卻却"
"qiong1","穹跫銎","穹"
"qiong2","𠌖匔𡞦嬛惸桏㮪𣜧煢瓊睘窮𥨪筇芎𦭭藑藭蛩邛","窮瓊"
"qü1","佉呿區嶇㠊敺斪祛朐葋袪𨄅軀阹魼鮬鰸鼩驅","區驅軀"
"qü2","劬戵抾欋氍渠璩癯磲籧翑腒臞蕖𦼫衢䞤躣𪆂鸜佢瞿","渠佢瞿"
"qü4","去㰦","去"
"qü5","曲屈䒼䖦䠐闃鶌麯麴","屈曲麯"
"qüan1","棬弮圈","圈"
"qüan2","卷埢婘巏𢑆惓拳捲權犈狋蜷蠸觠踡顴鬈","拳權"
"qüan3","汱犬𤰕畎裷詃","犬"
"qüan4","券劵勸圈","券勸"
"qüê5","𦁐缺蒛闋闕","缺闕"
"qüen2","宭羣裙群","羣群裙"
"r5","日氜釰鈤馹入","日"
"ran2","𠯍㜣然燃蛅衻䛁䫇𪚮","然燃"
"ran3","染㒄冉姌橪熯苒蹨","染"
"rang2","儴瀼攘勷懹𣀮瓤䉴蘘𨟚鬤","瓤"
"rang3","嚷壤𥗝䑋躟","嚷"
"rau2","橈蕘蟯襓嬈饒","饒"
"rau3","擾遶繞㹛","擾遶繞"
"rê3","喏惹若渃","惹"
"rê5","焫熱爇讘","熱"
"ren2","壬任妊紉人仁儿姙恁","人仁任壬妊恁"
"ren3","恁忍涊稔棯腍荏荵餁妊衽","妊忍恁衽"
"ren4","仞刃牣絍芿訒賃韌任妊椹衽認","任刃妊椹衽認賃"
"reng2","仍礽艿陾","仍"
"reu2","柔揉㽥禸蝚騥鰇鶔","柔揉"
"ro5","弱箬若蒻逽鄀","若弱"
"rong2","戎㲨𢫨毧氄狨𥎂絨茙駥髶茸","戎絨茸"
"ru2","如洳儒嚅嬬孺濡擩帤懦挐獳繻臑蒘蕠薷袽襦銣顬鱬鴽","如儒孺"
"ru3","乳女汝籹𪏮","乳汝"
"ru5","嗕傉入溽縟肉蓐辱鄏廿褥","入肉辱褥"
"ruan3","𤲬媆㮕瑌㼱碝耎腝䓴蠕輭軟","輭軟"
"ruêi3","橤繠蕊蘂","蕊"
"ruêi4","叡枘汭睿䄲芮䓲蚋銳","銳"
"ruen4","㠈潤閏","閏潤"
"s1","偲厶司凘嘶澌廝撕斯㯕榹㴲磃禗禠私𥯨絲緦罳菥蜤螔蟴覗鉰鋖鍶鐁𩆵颸鷥𪆁鼶思","絲私撕斯廝思司"
"s4","食俟騃竢寺賜似兕嗣四姒已杫柶肂汜泗涘瀃祀笥耜肆蕼貄鈶飼駟𣏌巳","四寺肆似巳賜俟嗣"
"sa5","𠎷𠦃撒殺樧粣𥻦薩趿鎝霅颯馺煞","煞撒薩颯"
"sai1","㩄毢腮䚡顋䰄鰓","腮顋"
"sai4","塞㩙簺僿賽","塞賽"
"san1","三參叄毿珊䈀𦙱姍跚叁","三叁珊"
"san3","傘糂糝繖散","傘散繖"
"san4","散饊三","散三"
"sang3","嗓磉顙","嗓顙"
"sau1","慅搔溞繅臊颾鰠鱢騷","搔臊騷"
"sau3","嫂掃燥","嫂掃"
"sau4","噪埽譟燥","噪譟燥"
"se5","嗇塞㥶穡色轖薔㱇澀","色澀塞"
"seng1","僧鬙","僧"
"seu1","廋搜獀傁𢯱摗𣯜涑溲䐹蒐螋𧳶鄋鎪餿䱸颼","搜颼"
"seu3","叟𠩹𠪇擻𣸈瞍籔藪嗾","叟"
"seu4","嗽漱瘶謏","漱嗽"
"sh1","施尸屍師獅篩籭絁葹蓍蒒䗐螄褷䙾詩邿鍉鳲鸍𪓿","詩師獅尸屍施"
"sh2","匙姼塒提時榯鰣鼭漦茌茬","時鰣匙"
"sh3","畤始使史屎弛狧痑矢豕阤駛施","使史駛施始屎矢豕"
"sh4","世氏事舓侍恃𤜣嗜筮噬澨市是諟視誓逝豉勢士媞㡜弒𢗗𢨪栜㳏示𥫴簭舐褆試諡謚𧳅䟡遾𨸝𩰢沶仕似施柿䑛","事是試弒氏嗜世示市侍恃勢視誓逝士仕似施柿舐䑛"
"sh5","兙食石䄷鼫十什拾寔識失奭𡣪室實射式拭栻檡液溼濕瓧祏睗䁺竍籵𥼶𧄹𧊖蝕襫軾適釋䦹𩋡飾","十石拾食失室實寔式濕溼識適釋什飾蝕"
"sha1","嗄沙㸺𤨓𤵌痧砂紗裟䩖鯊","沙砂紗裟"
"sha3","傻儍","傻"
"sha5","歃翣萐煞摋翜𧚨鎩閷殺剎柵","煞殺剎柵"
"shai4","殺鎩曬洒晒","曬晒殺"
"shan1","刪山挻搧彡杉摲㭅㹪穇縿羶膻舢芟衫䘰訕顫髟潸删珊扇煽","山删刪珊衫杉羶扇搧煽潸"
"shan2","單撣澶棎蟾嬋蟬儃鋋禪","禪蟬"
"shan3","僤㺑摻㚒掞㨛㨻淰㴸潬𧀵陝閃潸","閃陝潸"
"shan4","扇煽疝墠善繕膳鱔擅禪鱓樿贍墡嬗柵汕煔㹪蟺謆饍騸","善鱔膳扇煽疝禪擅"
"shang1","傷商愓殤湯滳禓蔏螪觴謪鬺煬","商傷觴"
"shang3","賞上","賞"
"shang4","上尚尙償","上尚償"
"shau1","燒娋弰旓梢筲䈰䈾莦蛸䘯捎鞘颵髾鮹","燒梢"
"shau2","韶玿","韶"
"shau3","橚少稍紹","少稍紹"
"shau4","少稍卲劭邵紹袑佋哨𣕇睄䏴𨛍","少紹稍"
"shê1","奢畲賒","奢"
"shê2","蛇佘鉈","蛇"
"shê3","捨撦","捨"
"shê4","厙射社舍赦麝","舍射社赦麝"
"she5","㒊澁澀濇瑟璱翜虱蝨蟀索𢱢飋什舌設涉攝","瑟澀蝨虱什蟀舌設涉攝"
"shê5","懾折揲拾涉攝欇𣠞灄舌䒷葉蔎蛥設韘䱑","舌設涉攝"
"shen1","娠深㾕伸侁兟參槮呻姺㜪峷柛森甡申砷篸籸紳莘葠𦸂襂詵身駪𩺵","伸參呻申森深紳身"
"shen2","甚什神䰠","神"
"shen3","瀋哂嬸審抌沈淰㶒𤘣䀢瞫矧訦諗讅","嬸審沈"
"shen4","滲甚葚慎腎蜃㰮眒祳脤蜄黮","慎甚腎"
"sheng1","升昇𣬺牲甥竔笙聲陞鼪声生勝","声聲生笙牲甥升勝"
"sheng2","憴澠繩譝鱦","繩"
"sheng3","冼㾪省眚箵","省"
"sheng4","剩勝㱡賸晟盛聖榺生嵊","勝聖剩盛"
"sheu4","受授綬售壽獸狩瘦廋守","受授壽售瘦獸守"
"sho5","𡩡𢱢摵鈒勺杓芍栜汋𤁧爍譅鑠索","芍勺杓索"
"shu1","杸洙茱姝㡏摴疏書梳樗樞𣰿㻬㼡疋綀舒蔬鄃𪅰輸疎","書輸梳蔬疏疎舒樞"
"shu2","殳蜍銖殊","殊"
"shu3","數暑癙籔藪𧑓黍鼠署","暑署黍鼠數"
"shu4","抒署曙薯藷尌樹澍竪豎庶恕戍捒杼腧䜴墅數","樹恕數豎戍庶墅"
"shu5","倐倏儵叔塾孰術述蜀襡屬摵摍束㯮沭淑潏㶖熟秫縮翛䎘莤菽虪謖贖蹜鉥鐲钃䨹鮛鸀䴰属","叔熟塾孰述贖縮術束倏蜀屬属"
"shua3","耍𧫝","耍"
"shuai1","摔榱𤸬衰","衰摔"
"shuai3","甩摔","摔甩"
"shuan1","拴栓𣟴閂","拴閂"
"shuang1","孀瀧䉶𢥠艭䝄𨇯雙驦霜双","霜孀雙双"
"shuang3","塽爽㼽𦄍騻","爽"
"shuêi2","誰圌脽","誰"
"shuêi4","說瑞睡菙娷帨挩涗㽷稅裞","睡稅瑞"
"shuen2","蓴蒓","蒓"
"shuen4","盾揗楯順䀢瞚瞬舜蕣鬊","順舜瞬"
"shuo5","說欶率帥𢷾朔槊槭𣝇矟箾𦋞","說朔率"
"si1","屖栖棲澌犀硒粞西郪嘶","西犀嘶棲"
"si3","徙枲洗璽葸蓰諰","洗徙璽"
"si4","氥細","細"
"si5","卌圾夕矽媳席慴槢𢕬息悉惜昔晰晳析汐淅澙熄瘜皙磶穸𥱵緆習腊膝舃菥蓆蒠蜥蟋裼襲謵鄎錫鎴鏭隰霫飁騽鰼𪅽","圾席息媳熄惜昔習錫夕膝悉蟋析蜥淅襲"
"siang1","相廂忀欀湘瓖箱緗纕葙襄驤鑲","相箱湘廂襄鑲"
"siang2","庠洋祥翔詳","詳祥翔"
"siang4","像橡蟓襐象潒相","象像橡相"
"siau1","哨宵彇捎揱梢櫹消瀟痟硝簫綃翛蕭蛸蟰蠨逍銷霄𩙚魈","消宵銷硝逍霄簫蕭"
"siau3","小筱篠","小篠"
"siau4","咲嘯歗笑肖𦢩","笑肖嘯"
"siê2","斜苴衺邪","斜邪"
"siê3","寫𣞐","寫"
"siê4","卸榭㴬灺炧謝瀉","謝瀉卸"
"siê5","薛僁契楔媟屑屧㣯揳𣊓泄洩㳿燮疶紲絏緤薛褻詍躞𨇨辥靾齛渫","屑洩契"
"siên1","鮮廯仙仚僊姍孅憸摻暹枮先𥑻秈䆎䉳綅纖苮虃褼襳蹮躚韱","先仙鮮纖暹"
"siên2","唌撏涎爓䕭","涎"
"siên3","尠尟毨洗洒燹獮癬筅箲䌞蘚銑鍌鮮跣","癬鮮銑跣"
"siên4","㪇綫線腺鏾霰韒羨","線綫羨霰"
"sieu1","修糔羞脩饈","修脩羞"
"sieu2","囚泅苬鮂","囚"
"sieu4","宿岫牰琇秀繡袖鏥鏽綉銹","秀袖岫绣繡銹鏽宿"
"sin1","心新莘薪辛鋅","心辛新薪"
"sin2","尋撏樳潯燖𧂇鄩鱏鱘","尋"
"sin4","囟信汛訊迅","信訊"
"sing1","醒惺猩㙚星湦胜觪騂鯹腥","星醒腥猩"
"sing3","渻省醒","醒省"
"song1","凇倯娀崧嵩淞蜙鍶𪀚𣞷松鬆","松鬆嵩"
"song3","傱嵷悚䋶慫㩳㪌𥵅聳蓯","悚"
"song4","宋𦯕訟誦送頌","送宋訟頌誦"
"su1","囌㢝甦穌蘇酥","蘇酥"
"sü1","伹嬃揟湑楈繻胥蝑鑐需須𩒧𩓣䰅鬚𪋯醑","須鬚需胥"
"sü2","徐邪","徐"
"su4","傃嗉塑愫泝㴑溯素膆訴愬䛾遡","素溯愬訴"
"sü4","敍㐨垿壻婿序漵稰絮緒芧嶼藇𨣦鱮敘叙續","序敘叙婿緒絮續"
"su5","玊宿俗夙㩋梀𣙙㯈橚洬涑潚𤡃䃤窣簌粟肅蓿䔩觫誎速遬藗餗驌鱐鷫肃","俗宿肃肅速夙粟"
"sü5","卹恤戌珬藚訹續","戌續恤卹"
"suan1","狻酸","酸"
"süan1","亘宣揎瑄","宣"
"süan2","旋㘣㳬漩琁璇璿䗠還","旋"
"süan3","選𫅈","選"
"suan4","笇筭蒜算祘","算祘蒜"
"süê5","㿱踅雪鱈薛","雪薛"
"suêi1","夊奞𣯯浽眭睢綏荽菘雖尿","雖尿"
"suêi2","隋隨","隨隋"
"suêi3","瀡髓嶲巂𤡪竦𧆑靃䭉髓","髓"
"suêi4","祟𣄚𣔾檖歲澻𤑾燧璲碎𥕸穗穟邃繐繸𦸏襚䜐譢遁遂鐩隧髓穂","歲碎遂隧髓穂穗"
"suen1","孫猻蓀薞𧎤湌飧","孫猻"
"süen1","洵荀詢郇筍","洵筍荀詢"
"süen2","徇峋巡循恂旬栒㵌珣紃馴","旬徇循巡馴"
"suen3","損䐣簨榫笋筍","損筍笋"
"suen4","遜巽潠","遜"
"süen4","侚殉馴","殉馴"
"suo1","唆梭桫沙𢘿莎莏蓑䤬鮻","梭蓑"
"suo3","所瑣褨䝪鎖䵀","所鎖瑣"
"ta5","沓呾踏獺蹋嗒嚃塌塔㧺搨撻㭼榻毾汏涾漯澾狧䈳羍𦑶𦧟𦪙䓠𦶑誻譶䜚讋𨃚蹹達遝遢錔闒闟闥鞜鞳𩣯鰨䵬䶀龖搭","搭塔搨塌榻踏獺"
"tai1","駘胎台","台胎"
"tai2","台抬擡枱檯炱箈籉臺苔儓菭薹跆邰鮐","台臺擡枱檯抬苔"
"tai4","㘆太忕忲態汰泰","太汰泰態"
"tan1","灘嘽嘾坍探㨏攤𣵢痑癱瞫貪怹","探貪灘攤"
"tan2","蕁壜彈曇檀壇潭燂痰惔𥰨罎藫覃橝談𧽼郯𨝸錟驙鷤倓","談痰覃潭壇檀彈"
"tan3","儃啿嗿嚪坦坫忐䏙毯潬窞𥨎𦃖菼賧醓袒","毯坦袒忐"
"tan4","傝憛禫撢㶒炭袒撣歎䊤䗊探嘆","探炭歎嘆"
"tang1","薚蝪鏜湯鐋鞺","湯"
"tang2","傏唐嵣堂摚塘搪棠榶煻𤚫瑭磄篖糖膛螗螳鎕闛餹鶶","堂棠螳唐塘糖"
"tang3","倘偒㒉帑惝曭淌爣矘儻𣎲踼躺","倘躺"
"tau1","叨夲幍弢槄慆挑滔搯洮瑫絛綢䑬謟䬞饕","叨搯滔"
"tau2","濤幬燾檮咷匋啕掏桃淘溏綯萄蜪裪逃醄陶鞀𩋃騊鼗","逃桃萄淘掏陶濤"
"tau4","套𡘷翿","套"
"te5","忒忑慝特螣蟘貣鋱","特忒忑"
"teng2","㤏滕疼縢藤𧈜螣謄騰鰧籐","疼滕藤籐騰謄"
"teu1","偷媮鍮","偷"
"teu2","亠㓱㢏牏投緰褕頭骰","頭投"
"teu4","透襡","透"
"ti1","梯焍磃罤𨁃鷉","梯"
"ti2","啼嗁㡗折媞提踶桋瑅稊綈荑𧋘蝭褆蹄蹏遆銻鍉䨑䬾騠鮧䱱鴺鶗隄堤題","提隄堤題蹄啼"
"ti3","涕體体","體体涕"
"ti4","剃締遰嚏屜𡲕嵽悌慸揥替洟珶𤴡𧝐𧫚达逮鬀鯷䶑涕","替嚏剃涕"
"ti5","倜俶惕擿𥉈籊趯踢逖逷剔𩮜","踢剔"
"tiau1","庣挑恌𣂀𣂥祧蓧蓨銚","挑"
"tiau2","岧嬥條桯笤芀䖺蜩調迢鞗髫鰷齠佻跳条","条條調"
"tiau3","朓眺誂䠷","眺"
"tiau4","窕糶頫跳","跳"
"tiê5","屟僣帖緳怗臷蛈貼跕鉄銕鐵驖䴴","鐵鉄貼帖"
"tiên1","天吞搷沾添𦧝酟","天添"
"tiên2","填滇恬沺湉甜田畋盷𦧴菾𧰊𨌈顚鷆鈿","田鈿甜填"
"tiên3","娗㥏殄淟琠紾腆蚕靦餂忝㮇䑛舐","䑛舐忝"
"tiên4","沴瑱忝","忝"
"ting1","聽廳汀朾綎𦀚艼䩠听町","聽听廳汀町"
"ting2","亭停婷楟渟廷庭娗㹶筳聤蝏鼮霆蜓","亭停廷庭霆蜓"
"ting3","挺侹珽鋌𩹇町艇","挺艇町"
"ting4","涏梃艇頲聽听","聽听艇"
"to1","佗它池拕詑拖涶牠","牠拖"
"to2","沱紽䍫跎酡陀駝鮀鴕鼉沲㐌㸰𧕦迱鼧馱","駝馱陀鴕"
"to5","侂厒托拓柝橐籜蘀託跅飥馲魄","托託"
"tong1","侗俑恫炵痌𧳆通","通"
"tong2","筒畽桐仝曈峒佟僮同㢥彤𢥞朣橦氃浵潼犝獞童筩𦏆𦨴銅䳋䴀㒰衕瞳","同㒰仝桐銅筒衕童僮瞳筩"
"tong3","捅桶統","桶統"
"tong4","統慟痛衕","痛衕統"
"tu2","啚圖塗㻌屠嵞廜徒捈梌涂瘏䅷筡荼蒤跿途䣄酴駼鵌鷵","圖途塗徒屠"
"tu3","土吐釷","土吐"
"tu4","菟兔堍鵵吐兎","吐兔兎"
"tu5","凸突梲怢揬秃腯葖䛢鈯鵚鼵禿","禿凸突"
"tuan2","團慱摶敦槫漙篿糰蓴鱄鷒鷻","團糰"
"tuêi1","推焞㷟藬僓","推"
"tuêi3","㞂㟎㾼脮腿","腿"
"tuêi4","凷稅退","退"
"tuen1","吞暾涒焞窀𧑒迍𪏆","吞"
"tuen2","屯啍庉忳敦燉臀芚豚軘飩","屯飩豚臀"
"tuen4","褪沌囤坉伅炖","褪"
"tuo3","妥橢媠㟎袉鋖","妥橢"
"tuo4","唾嫷毻隋","唾"
"tuo5","侻庹挩沰矺脫袥魠","脫"
"u1","嗚圬摀於汙杇歍汚洿烏窏鎢鴮瑦污","烏嗚污汙"
"ü1","淤毹紆迂陓","迂"
"u2","唔峿浯㻍䓊洖吾郚鼯吳蜈巫莁誣毋無蕪无吴梧","吳吴無蕪吾梧巫毋蜈"
"ü2","予禺歟㥚揄隅楰齵渝喁娛愉嵎愚漁䁩澞狳虞衙鋙齬魚䱷俞于伃余兪唹圩堬妤懙於旟杅榆歈汙㳛𤚎玗瑜璵㼶畬盂盓睮窬竽箊羭腴臾舁艅𦩞萸萮蕍蜍蝓螸褕謣踰逾邘釪鍝𨵦雓餘騟骬䳜𪃍鸆迂輿譽楡","魚漁于迂盂余隅愚予歟輿譽臾餘愉榆楡虞娛於"
"u3","瑦五伍午仵侮嫵潕舞武碔鵡㦍玝旿橆蘁迕鋘牾遻撫","五伍武鵡撫舞午侮"
"ü3","羽雨與瘉嶼㦛俁圄圉𢮁敔籞蘌語麌偊傴噢宇庾愈斞楀瑀瘐癒祤禹窳萭貐𧾚𪇬鸒","雨羽與語宇禹麌"
"u4","惡寤悟梧晤悞誤務婺霧騖鶩塢捂敄逜忤戊汙污","務霧戊誤悟晤寤汙污惡"
"ü4","瘀嫗𠕦遇寓御禦馭悆棜淢澦礜籲緎芋蓲蕷裕諭喻豫閼預飫饇𪋮悇與愉譽娛愈隅","遇寓與御禦預裕愉諭譽豫娛愈隅"
"u5","兀剭卼扤杌矹阢勿物屋沃鋈𩑦䬑","屋物勿沃"
"ü5","欲𤞞煜燠棫僪儥喅噊域尉峪彧慾昱栯欝毓浴淯潏澳灪熨獄獝玉琙鳿矞砡繘罭聿育䐿茟蒮蔚薁蘛𧑐谷遹郁鋊錥鐍閾霱驈鬱鬻魊鱊鴪䳑鵒𪂉鷸黦","玉欲慾浴育獄尉熨域鬱"
"ua1","哇娃洼媧汙漥搲瀤畖碨窪䨟鮭鼃蛙","蛙娃哇窪漥媧"
"ua3","瓦婐䠚邷","瓦"
"ua5","捾嗢襪韤嗗挖穵膃","挖襪"
"uai1","崴歪","歪"
"uan1","嬽剜婠帵彎灣䘎豌潫","彎灣豌剜"
"üan1","冤㠾弲𢏮悁惌淵㾓蜵鴛鵷鼘","冤淵鴛"
"uan2","完捖梡莞沅刓頑岏园丸汍芄羱𤸷紈雈豲","完頑丸"
"üan2","媛湲援垣洹元杬盶芫蚖邧阮黿原源厵嫄榞螈𧔞騵邍員園圓圜楥榬櫞爰猨猿萲蝝袁褑𧻚鳶鶢緣轅鉛","元黿原源員圓園袁緣猿轅垣鳶媛援鉛"
"uan3","宛涴娩晚妴婉晥椀琬盌碗踠魭畹挽輓","宛碗晚挽輓娩"
"uan4","万萬蔓忨玩翫輐𪫻惋捥腕畹卍","腕玩萬万卍"
"üan4","怨愿謜願噮抁掾瑗院䬼媛援","怨院願媛援"
"uang1","尢尪汪","汪"
"uang2","王亡忘蚟","王亡忘"
"uang3","网罔惘網魍往慃暀枉𣵭㳹瀇𪱣","往枉罔網惘"
"uang4","妄忘朢望旺迋","望旺妄忘"
"üê5","月刖抈跀噦軏妜悅戉抉曰樾粤䋐𦤙𧊎𧑅越鉞閱粵","月曰越閱悅粵"
"uen1","㬈溫瑥瘟縕蕰豱𨜵","溫瘟"
"üen1","奫煴氳涒熉縕蒀贇馧","氳"
"uen2","文蚊雯聞蟁㑮梱紋","文蚊紋聞"
"üen2","云沄勻員妘橒澐玧筠紜縜耘耺芸荺蕓雲畇","云雲耘勻"
"uen3","抆刎吻笏䐇抆穩","穩吻刎"
"üen3","喗齳夽抎允惲愪殞溳狁磒蘊𧉃鈗霣韞","允"
"uen4","問紊絻顐搵䭡聞","紊聞問"
"üen4","孕緷蕰䚋運鄆䩵韗餫𪝑暈韵韻隕慍熨","韵韻隕暈運孕慍熨"
"uo1","倭涹渦濄㹻窩萵踒","窩萵"
"uo4","臥涴","臥"
"uo5","喔握偓幄斡楃榅殟淴渥䀑矆䪝齷","握齷"
"vêi2","微薇溦","微薇"
"vêi3","亹尾娓浘䞔","尾"
"vêi4","未味𥧙䊊","未味"
"xi1","俙欷傒娭僖嬉咦嘻屎巇希桸悕晞㬢橀𣟵熙熹犧眭睎禧稀𦋅羲莃誒譆貕𨏳酅醯騱黊𪓷唏","嘻犧稀希唏嬉熙"
"xi2","兮徯奚榽㜎巂攜畦豀蹊雟驨鼷","兮奚攜"
"xi3","唏蓰匸喜㰥漇蟢蹝","喜"
"xi4","戲係咥㕧屣呬嚱㚛妎屓屭怬愾𢟪憙檕忥熂䀈禊系擊蔇蘻豷餼黖繫","戲係系繫"
"xi5","㒆歙吸㘊𢙅𢢞扱檄欯㱇潝𥈜𥍠綌翕翖脅莔薂虩衋覡𧬈闟隙鬩赥鼳","吸隙"
"xia1","呀㗇瘕磍煆蝦","蝦"
"xia2","瑕碬谺赮遐蕸鍜霞䪗颬騢","霞"
"xia4","下夏厦唬嚇廈暇獬罅閜","下夏暇嚇"
"xia5","匣呷峽𢘉柙㭘洽舝狎狹瞎硤祫螛轄鎋陿霅魻黠䶎俠","匣狎俠峽狹洽瞎黠"
"xiai2","諧鞋鮭鞵膎","鞋諧"
"xiai3","嶰澥駴蟹","蟹"
"xiai4","蟹齘械㒠瀣䪥解懈邂䚸絯骱","械"
"xiang1","肛膷舡薌銗香鄉","香鄉"
"xiang2","降栙䜶跭","降"
"xiang3","享向嚮響饗","響嚮饗享"
"xiang4","餉曏巷衖項𢛖晌珦蠰䣈向嚮饗","巷向嚮餉項饗"
"xiau1","呺哮嘐歊嘄嘵囂嚻庨枵梟毊涍烋熇㺒獟獢窙虈虓蟂詨髇髐𪁉鴞","鴞囂"
